ImageName,Age,Gender,Race,Expression,Glass,beauty
059104.jpg,25,-1,2,-1,-1,75.5
059106.jpg,24,-1,3,1,-1,38.91
059110.jpg,32,1,2,1,-1,67.38
059132.jpg,23,-1,2,-1,-1,64.19
059150.jpg,28,-1,2,-1,-1,57.03
059152.jpg,42,1,2,-1,-1,67.31
059158.jpg,39,1,2,1,-1,68.75
059164.jpg,32,-1,2,1,-1,63.16
059169.jpg,30,-1,2,-1,-1,69.19
059183.jpg,45,1,2,1,-1,46.75
059194.jpg,23,-1,1,1,-1,58.38
059205.jpg,23,-1,2,-1,-1,76.38
059213.jpg,27,-1,2,-1,-1,67.25
059221.jpg,28,-1,2,-1,-1,62.13
059249.jpg,43,1,2,1,-1,58.16
059263.jpg,23,-1,2,-1,-1,65
059271.jpg,22,-1,1,-1,-1,50.44
059275.jpg,38,1,2,-1,-1,69.06
059278.jpg,28,-1,2,-1,-1,75.06
059283.jpg,36,1,2,1,-1,57.84
059287.jpg,37,-1,2,1,-1,63.84
059288.jpg,28,-1,3,1,-1,31.2
059291.jpg,29,-1,2,-1,-1,66.69
059299.jpg,33,-1,2,1,-1,63.16
059303.jpg,31,-1,2,1,-1,53.28
059306.jpg,32,1,2,1,-1,44.81
059313.jpg,40,1,2,1,-1,62.81
059316.jpg,31,-1,2,1,-1,65.75
059326.jpg,33,1,2,1,-1,50.19
059333.jpg,31,-1,2,-1,-1,49.63
059338.jpg,26,-1,2,1,-1,50.13
059339.jpg,44,1,2,-1,-1,49.38
059342.jpg,27,-1,2,-1,-1,67.75
059350.jpg,44,1,2,1,-1,71.75
059357.jpg,32,-1,2,1,-1,66.63
059360.jpg,36,-1,2,1,-1,52.09
059364.jpg,31,-1,2,1,-1,74.25
059365.jpg,30,-1,2,1,-1,53.41
059369.jpg,30,-1,2,1,-1,70
059374.jpg,25,1,3,-1,-1,59.69
059380.jpg,27,-1,3,1,-1,57.19
059390.jpg,25,-1,2,-1,-1,63.63
059400.jpg,51,1,2,-1,-1,19.91
059401.jpg,27,-1,2,-1,-1,69.31
059404.jpg,47,1,2,1,-1,25.05
059407.jpg,35,1,2,-1,-1,73.69
059408.jpg,31,-1,2,-1,-1,58.22
059410.jpg,25,1,2,-1,-1,64.63
059413.jpg,31,-1,2,1,-1,55.06
059423.jpg,27,-1,2,-1,-1,70.88
059428.jpg,25,-1,2,-1,-1,65
059430.jpg,31,-1,2,-1,-1,59.84
059433.jpg,36,1,1,1,1,52.63
059435.jpg,37,-1,2,1,-1,44.63
059445.jpg,59,1,2,1,-1,17.36
059453.jpg,58,1,2,1,1,25.23
059455.jpg,28,-1,0,-1,-1,72.5
059457.jpg,23,-1,2,-1,-1,52.25
059465.jpg,33,1,2,-1,-1,68.19
059469.jpg,33,-1,2,1,-1,47.38
059474.jpg,33,1,2,1,-1,41.34
059490.jpg,33,-1,2,-1,-1,36.22
059491.jpg,42,1,2,-1,-1,55.91
059493.jpg,35,-1,1,1,-1,69.75
059504.jpg,35,1,2,-1,-1,56.63
059513.jpg,36,1,2,-1,-1,62.19
059524.jpg,28,-1,2,1,-1,62.78
059529.jpg,30,-1,1,1,-1,45.41
059531.jpg,52,1,2,-1,-1,40.66
059532.jpg,25,-1,2,-1,-1,65.25
059551.jpg,23,-1,1,-1,-1,49.31
059555.jpg,38,-1,2,1,-1,69.19
059562.jpg,30,-1,2,-1,-1,37.81
059563.jpg,36,-1,2,1,-1,53.59
059570.jpg,23,1,2,-1,-1,61.97
059574.jpg,23,1,2,-1,-1,59.19
059584.jpg,30,-1,2,1,-1,81.56
059592.jpg,30,1,2,1,-1,66.19
059598.jpg,31,-1,2,-1,-1,73.25
059605.jpg,23,-1,1,1,-1,53.81
059608.jpg,53,1,2,1,-1,31.83
059617.jpg,42,-1,2,1,-1,46.41
059626.jpg,28,-1,2,1,-1,78.56
059637.jpg,27,-1,3,-1,-1,74
059638.jpg,31,-1,2,-1,-1,53.81
059641.jpg,26,-1,1,-1,-1,71.38
059645.jpg,27,-1,2,-1,-1,77.75
059647.jpg,42,1,2,1,-1,57
059657.jpg,33,1,2,1,-1,68.5
059659.jpg,25,-1,2,1,-1,55.78
059663.jpg,29,1,1,1,-1,33.78
059664.jpg,32,-1,2,1,-1,75.06
059673.jpg,30,-1,2,1,-1,45.91
059687.jpg,26,-1,0,1,-1,70.25
059693.jpg,25,-1,1,1,-1,59.16
059696.jpg,40,1,3,-1,-1,22.72
059703.jpg,29,-1,2,1,-1,46.69
059706.jpg,29,-1,2,-1,-1,72.94
059720.jpg,31,1,2,-1,-1,55.84
059731.jpg,47,-1,2,-1,-1,67.19
059736.jpg,22,1,1,-1,-1,73.19
059741.jpg,33,1,2,1,-1,58.63
059752.jpg,41,1,2,-1,-1,64.19
059784.jpg,25,-1,2,1,-1,68.19
059803.jpg,32,-1,2,1,-1,65.81
059804.jpg,32,-1,2,1,-1,65.31
059806.jpg,29,-1,2,-1,-1,44.28
059816.jpg,28,-1,2,-1,-1,67.31
059839.jpg,8,-1,2,1,-1,63.16
059845.jpg,23,-1,2,-1,-1,65.5
059858.jpg,33,-1,2,1,-1,54.63
059859.jpg,23,-1,2,-1,-1,62.38
059863.jpg,35,-1,3,-1,-1,58.59
059864.jpg,32,-1,2,-1,-1,66.81
059866.jpg,37,-1,3,1,-1,47.88
059872.jpg,31,1,1,2,-1,65.69
059877.jpg,23,-1,1,-1,-1,79.38
059882.jpg,26,-1,2,1,-1,45.63
059885.jpg,39,-1,2,1,-1,51.69
059886.jpg,41,1,2,-1,-1,68.63
059891.jpg,31,-1,2,-1,-1,66.44
059909.jpg,36,-1,2,1,-1,66.69
059918.jpg,74,1,2,1,1,16.44
059919.jpg,28,-1,2,-1,-1,55.38
059933.jpg,28,-1,2,-1,-1,72.88
059941.jpg,29,-1,2,1,-1,74.63
059945.jpg,27,-1,2,-1,-1,69.19
059949.jpg,11,-1,3,1,-1,34.25
059952.jpg,22,-1,2,1,-1,72.56
059954.jpg,30,-1,2,1,-1,68.69
059958.jpg,31,-1,2,1,-1,68.81
059960.jpg,38,1,0,-1,-1,68.75
059982.jpg,35,1,2,-1,-1,65
059987.jpg,30,1,2,1,-1,60.66
059991.jpg,30,-1,2,1,-1,60.88
060014.jpg,35,1,2,-1,-1,63.47
060015.jpg,26,-1,2,-1,-1,72.13
060017.jpg,33,-1,2,1,-1,73.25
060033.jpg,28,-1,2,-1,-1,71.31
060036.jpg,23,-1,1,1,-1,67
060041.jpg,60,1,2,1,-1,37.53
060049.jpg,33,-1,1,-1,1,49.34
060051.jpg,74,1,2,-1,-1,17
060061.jpg,26,-1,2,1,-1,62.81
060063.jpg,24,-1,2,-1,-1,61.63
060078.jpg,24,-1,2,-1,-1,60.88
060080.jpg,64,1,2,1,1,15.26
060081.jpg,32,-1,2,1,-1,61.06
060082.jpg,26,-1,2,1,-1,68.63
060102.jpg,22,-1,2,-1,-1,55.16
060106.jpg,26,-1,2,-1,-1,75.94
060107.jpg,32,-1,2,-1,-1,53.22
060140.jpg,32,-1,2,1,-1,74.25
060146.jpg,32,1,2,-1,-1,62.69
060150.jpg,32,1,2,-1,-1,65.81
060154.jpg,43,1,2,1,-1,55.91
060172.jpg,43,1,3,1,-1,52.56
060173.jpg,31,-1,2,-1,-1,61.94
060178.jpg,37,1,2,1,-1,61.81
060180.jpg,27,-1,1,1,-1,63.53
060193.jpg,31,-1,2,1,-1,57.47
060212.jpg,27,-1,2,1,-1,48.78
060218.jpg,36,-1,2,1,-1,71.56
060222.jpg,29,-1,2,-1,-1,68.38
060226.jpg,26,-1,2,-1,-1,73.25
060229.jpg,41,1,3,1,-1,20.11
060236.jpg,45,1,2,1,-1,58.81
060237.jpg,22,-1,2,-1,-1,60.91
060239.jpg,32,-1,2,1,-1,68.94
060242.jpg,35,1,2,-1,-1,50.41
060244.jpg,27,-1,2,-1,-1,51.63
060252.jpg,23,-1,1,1,-1,63.69
060253.jpg,25,-1,2,1,-1,66.5
060259.jpg,43,1,2,-1,-1,52.66
060263.jpg,24,-1,2,-1,-1,63.75
060265.jpg,25,-1,2,-1,-1,75.56
060266.jpg,30,-1,2,1,-1,48.53
060280.jpg,28,-1,2,-1,-1,76.75
060281.jpg,28,-1,2,-1,-1,65.56
060283.jpg,28,-1,2,1,-1,68.75
060293.jpg,27,-1,2,1,-1,83.88
060294.jpg,40,1,2,1,-1,56.94
060297.jpg,36,1,2,1,-1,46.91
060299.jpg,33,1,2,-1,-1,66.88
060307.jpg,31,-1,2,2,-1,56.09
060317.jpg,60,1,2,1,-1,23.2
060318.jpg,35,1,2,-1,-1,57.63
060323.jpg,53,-1,2,1,-1,54.16
060327.jpg,23,-1,1,-1,-1,54.03
060342.jpg,31,-1,2,-1,-1,67.63
060346.jpg,23,-1,1,-1,-1,45.59
060348.jpg,29,1,2,1,-1,68.25
060351.jpg,32,-1,2,-1,-1,63
060352.jpg,63,1,2,-1,1,21.97
060364.jpg,59,1,2,1,-1,13.23
060369.jpg,47,1,2,1,-1,57.97
060384.jpg,28,-1,2,1,-1,60.38
060387.jpg,31,1,3,1,-1,25.72
060399.jpg,34,-1,2,1,-1,69.94
060404.jpg,33,1,2,-1,-1,59.38
060409.jpg,25,-1,2,-1,-1,77
060412.jpg,43,1,2,2,-1,37.66
060417.jpg,51,1,2,-1,-1,51.31
060421.jpg,32,-1,2,1,-1,65.38
060425.jpg,62,1,2,1,-1,60.28
060432.jpg,39,1,2,-1,-1,63.91
060446.jpg,23,-1,2,-1,-1,62.78
060447.jpg,37,-1,2,1,-1,57.81
060453.jpg,31,1,2,-1,-1,59.94
060498.jpg,38,1,2,-1,-1,61.88
060499.jpg,32,-1,2,-1,-1,43.56
060507.jpg,36,-1,2,2,-1,47.5
060509.jpg,32,-1,2,1,-1,62.22
060516.jpg,42,1,2,-1,1,67
060537.jpg,30,-1,2,-1,-1,46.78
060540.jpg,32,-1,2,-1,-1,82.81
060560.jpg,29,1,2,-1,-1,43
060572.jpg,23,-1,2,1,-1,47.09
060579.jpg,32,-1,2,1,-1,52.06
060581.jpg,56,1,2,-1,1,13.09
060582.jpg,30,-1,2,1,-1,65.69
060583.jpg,40,-1,2,-1,-1,53.56
060586.jpg,28,1,2,-1,-1,66.31
060600.jpg,29,-1,3,1,-1,44.72
060628.jpg,29,-1,2,1,-1,65.63
060634.jpg,31,-1,2,-1,-1,63.63
060635.jpg,27,-1,2,-1,-1,66.19
060637.jpg,23,1,2,-1,-1,70.81
060665.jpg,26,-1,2,-1,-1,70.63
060673.jpg,25,-1,0,1,-1,64.81
060675.jpg,26,-1,2,-1,-1,67.06
060689.jpg,29,1,2,1,-1,63.66
060695.jpg,30,-1,2,-1,-1,68.56
060712.jpg,29,-1,2,1,-1,67.94
060713.jpg,23,-1,1,-1,-1,75.25
060715.jpg,38,1,3,-1,-1,53.75
060716.jpg,27,-1,2,1,-1,77.94
060723.jpg,24,-1,0,-1,-1,66.81
060724.jpg,36,1,2,1,-1,62.13
060725.jpg,31,-1,2,-1,-1,65.13
060732.jpg,23,-1,1,-1,-1,64.25
060735.jpg,32,-1,2,1,-1,57.22
060737.jpg,28,1,2,1,-1,59.13
060747.jpg,43,1,1,1,1,31.48
060765.jpg,51,-1,2,1,1,31.23
060766.jpg,39,1,2,1,-1,27.77
060770.jpg,37,-1,2,1,-1,67.81
060773.jpg,72,1,1,-1,1,24.66
060779.jpg,49,1,3,-1,-1,51.09
060781.jpg,34,1,2,1,-1,45.47
060784.jpg,26,-1,2,-1,-1,81.19
060786.jpg,29,-1,2,1,-1,60.25
060787.jpg,32,1,2,-1,-1,60.53
060788.jpg,30,-1,3,1,-1,45.88
060790.jpg,36,-1,2,1,-1,46.34
060794.jpg,38,-1,2,-1,-1,66.19
060798.jpg,33,-1,2,-1,-1,54.78
060819.jpg,34,1,2,1,-1,62.25
060829.jpg,30,-1,2,1,-1,62.19
060848.jpg,34,-1,1,1,-1,64.44
060852.jpg,34,-1,2,1,-1,65.31
060855.jpg,39,1,2,1,-1,55.72
060865.jpg,44,-1,2,2,-1,48.19
060870.jpg,32,1,2,1,-1,75.63
060875.jpg,26,-1,2,-1,-1,73.63
060877.jpg,34,1,3,1,1,20.55
060878.jpg,30,-1,2,-1,-1,75.38
060879.jpg,29,-1,0,1,-1,40.06
060892.jpg,60,-1,2,1,-1,51.84
060902.jpg,30,-1,2,-1,-1,78.13
060905.jpg,33,-1,2,1,-1,49.63
060913.jpg,32,-1,2,-1,-1,78.31
060921.jpg,25,1,2,-1,-1,64.81
060933.jpg,50,1,2,-1,-1,52.97
060942.jpg,25,-1,2,-1,-1,74
060943.jpg,45,-1,2,1,-1,54.19
060954.jpg,34,-1,2,1,-1,64.88
060956.jpg,46,1,2,1,-1,59.03
060957.jpg,25,-1,2,-1,-1,74.13
060962.jpg,36,1,2,1,-1,50.28
060983.jpg,26,-1,2,-1,-1,67
060988.jpg,23,-1,1,1,-1,73.13
060991.jpg,31,-1,2,1,-1,75.44
060998.jpg,22,1,1,-1,-1,71.06
061008.jpg,24,-1,1,-1,-1,82.69
061019.jpg,32,-1,2,2,-1,45.44
061021.jpg,59,1,2,2,-1,45.19
061024.jpg,25,-1,2,-1,-1,65.38
061027.jpg,42,-1,2,1,-1,63.25
061032.jpg,25,-1,3,2,-1,32.94
061033.jpg,28,-1,2,-1,-1,61.28
061034.jpg,24,-1,2,-1,-1,55.38
061052.jpg,32,-1,2,-1,-1,71
061056.jpg,47,1,2,1,-1,19.56
061057.jpg,44,1,2,-1,-1,52.59
061071.jpg,33,-1,2,-1,-1,63.97
061077.jpg,43,-1,2,1,-1,61.59
061091.jpg,30,-1,1,1,-1,73.38
061097.jpg,27,-1,2,-1,1,67.81
061101.jpg,26,-1,2,1,-1,58.97
061107.jpg,22,-1,3,-1,-1,59.78
061118.jpg,50,1,2,-1,-1,60.84
061123.jpg,42,1,2,-1,-1,56.25
061134.jpg,22,-1,2,1,-1,81.56
061160.jpg,33,1,2,-1,-1,60.25
061162.jpg,26,-1,2,1,-1,62.72
061165.jpg,29,-1,2,1,-1,60.84
061172.jpg,43,1,2,1,-1,56.13
061173.jpg,39,1,2,1,-1,50.44
061201.jpg,39,1,2,-1,-1,62.59
061204.jpg,32,-1,2,1,-1,70.44
061229.jpg,58,1,2,-1,1,21.34
061231.jpg,34,1,2,-1,-1,23.2
061236.jpg,28,-1,2,-1,-1,65.88
061237.jpg,43,1,2,-1,-1,45.63
061242.jpg,37,-1,2,1,-1,58.38
061246.jpg,43,1,2,-1,-1,43.53
061248.jpg,36,-1,2,-1,-1,79
061250.jpg,35,-1,2,1,-1,51.38
061254.jpg,26,-1,2,1,-1,54.09
061279.jpg,24,-1,3,-1,-1,65.75
061285.jpg,73,1,2,-1,-1,39.09
061286.jpg,32,1,2,-1,-1,66.06
061287.jpg,23,-1,2,-1,-1,68.06
061299.jpg,24,-1,2,1,-1,81.81
061303.jpg,29,-1,2,1,-1,68.5
061311.jpg,31,1,2,-1,-1,55.13
061314.jpg,26,-1,2,-1,-1,82.5
061318.jpg,55,1,1,-1,1,25.2
061326.jpg,23,1,2,-1,-1,64.19
061331.jpg,29,-1,2,-1,-1,70.69
061343.jpg,51,1,2,-1,-1,45.06
061344.jpg,44,1,2,1,-1,35.34
061346.jpg,28,-1,2,1,-1,60.19
061348.jpg,32,1,2,-1,-1,80.25
061349.jpg,34,1,2,-1,-1,69.19
061352.jpg,42,1,2,-1,-1,45.75
061357.jpg,27,-1,2,-1,-1,47.72
061363.jpg,57,1,3,1,-1,42.69
061370.jpg,29,-1,2,-1,-1,69.63
061395.jpg,29,-1,2,-1,-1,77.63
061400.jpg,30,-1,2,1,-1,59.81
061410.jpg,36,1,3,1,-1,21.98
061415.jpg,29,-1,2,1,-1,67.69
061429.jpg,42,1,2,-1,1,64.5
061430.jpg,41,-1,2,1,-1,52.78
061437.jpg,32,-1,2,1,-1,58.97
061448.jpg,37,-1,2,-1,-1,37.44
061458.jpg,23,1,1,-1,-1,66.69
061460.jpg,25,-1,2,1,-1,64.38
061461.jpg,44,1,2,-1,-1,62.56
061472.jpg,27,1,2,1,-1,73.38
061475.jpg,27,-1,3,1,-1,44.81
061479.jpg,57,1,2,1,1,35.31
061481.jpg,34,1,2,-1,-1,61.94
061494.jpg,34,1,2,-1,-1,79.56
061501.jpg,27,-1,2,-1,-1,51.88
061504.jpg,24,-1,2,-1,-1,59.19
061512.jpg,45,1,2,-1,-1,70
061521.jpg,27,1,2,-1,-1,58.84
061529.jpg,27,-1,1,-1,-1,56.91
061547.jpg,26,-1,2,-1,-1,79
061550.jpg,38,1,2,1,-1,59.16
061551.jpg,23,-1,2,-1,-1,70.44
061554.jpg,25,-1,2,-1,-1,78.94
061563.jpg,24,-1,1,-1,-1,83.69
061571.jpg,24,-1,1,1,-1,54.25
061574.jpg,37,1,2,-1,-1,40.34
061575.jpg,31,-1,2,-1,-1,60.44
061587.jpg,58,-1,2,1,-1,50.22
061590.jpg,39,-1,2,1,-1,69.69
061598.jpg,47,1,2,-1,-1,61.81
061603.jpg,41,-1,2,1,-1,44.53
061607.jpg,55,1,2,1,-1,45.16
061613.jpg,42,1,2,1,-1,19.61
061616.jpg,28,1,2,1,-1,60.13
061621.jpg,30,-1,3,1,-1,48.84
061634.jpg,24,1,2,-1,-1,77.13
061635.jpg,37,1,2,-1,-1,47.13
061642.jpg,39,1,2,-1,-1,59.69
061645.jpg,28,-1,2,1,-1,54.47
061647.jpg,28,-1,2,-1,-1,70.94
061660.jpg,28,-1,2,-1,-1,51.09
061670.jpg,25,-1,2,1,-1,61
061685.jpg,33,-1,2,-1,-1,69.75
061688.jpg,32,-1,2,-1,-1,75.63
061689.jpg,25,-1,2,-1,-1,66.25
061715.jpg,22,-1,2,-1,-1,47.81
061719.jpg,65,1,2,-1,1,51.28
061725.jpg,37,1,2,-1,-1,59.78
061727.jpg,24,-1,2,-1,-1,66.19
061730.jpg,25,-1,2,1,-1,60.44
061738.jpg,64,1,2,1,-1,18.14
061754.jpg,37,1,2,1,-1,57.31
061766.jpg,34,-1,2,1,-1,63.5
061774.jpg,31,-1,2,-1,-1,69.81
061781.jpg,31,-1,2,1,-1,66.5
061788.jpg,45,1,2,1,-1,58.63
061798.jpg,42,1,2,1,-1,62.53
061818.jpg,33,-1,2,-1,-1,59.78
061822.jpg,33,-1,2,1,-1,48.53
061824.jpg,29,-1,3,1,-1,41.97
061831.jpg,32,-1,2,1,-1,38.38
061836.jpg,50,1,2,1,-1,40.47
061840.jpg,34,-1,2,1,-1,56.03
061842.jpg,31,-1,2,-1,-1,68.19
061844.jpg,32,1,2,-1,-1,65.94
061866.jpg,33,-1,2,1,-1,75.44
061882.jpg,25,1,2,-1,-1,64.19
061901.jpg,32,-1,2,1,-1,66.5
061906.jpg,35,-1,2,1,-1,58.66
061908.jpg,27,-1,2,1,-1,62.03
061912.jpg,26,-1,2,-1,-1,74.38
061913.jpg,24,-1,3,-1,-1,51.16
061920.jpg,23,-1,2,-1,-1,65.5
061936.jpg,23,-1,2,-1,-1,66.38
061941.jpg,31,-1,2,1,-1,58.81
061945.jpg,29,-1,2,-1,-1,62.31
061954.jpg,25,-1,2,-1,-1,78.88
061957.jpg,32,-1,2,1,-1,71.25
061968.jpg,42,1,2,1,-1,53.63
061970.jpg,32,-1,2,1,-1,55.97
061972.jpg,22,-1,2,-1,-1,56.28
061979.jpg,29,-1,2,1,-1,65.5
061983.jpg,30,1,2,-1,-1,68.25
061994.jpg,37,1,2,-1,-1,67.88
061998.jpg,39,1,2,1,-1,51.5
061999.jpg,32,-1,2,-1,-1,72.88
062003.jpg,50,1,2,1,1,46.22
062004.jpg,26,-1,2,-1,-1,70.94
062014.jpg,59,1,2,1,1,28.88
062033.jpg,35,-1,2,-1,-1,69.69
062034.jpg,61,1,2,-1,-1,30.23
062036.jpg,31,-1,2,-1,-1,63.59
062049.jpg,42,-1,2,-1,-1,46.66
062052.jpg,25,-1,2,1,-1,34.44
062060.jpg,29,-1,2,1,-1,67.88
062062.jpg,28,-1,2,1,-1,72.63
062063.jpg,35,-1,2,1,-1,59.84
062067.jpg,37,-1,1,1,-1,66.38
062071.jpg,32,-1,2,1,-1,74.44
062073.jpg,22,-1,2,1,-1,65.75
062075.jpg,32,-1,2,-1,-1,72.56
062091.jpg,31,1,2,-1,-1,67.44
062099.jpg,37,1,2,1,-1,59
062111.jpg,27,-1,2,-1,-1,76.19
062116.jpg,36,1,2,1,-1,60.47
062118.jpg,35,1,2,-1,-1,68.63
062119.jpg,35,-1,2,-1,-1,70.94
062122.jpg,28,-1,2,2,-1,67.38
062125.jpg,27,-1,2,-1,-1,64.25
062126.jpg,29,-1,2,-1,-1,70.75
062139.jpg,31,-1,2,-1,-1,69.06
062143.jpg,30,1,2,1,-1,79.44
062144.jpg,32,-1,2,2,-1,72
062147.jpg,39,-1,1,1,-1,59.91
062160.jpg,33,1,2,-1,-1,70
062161.jpg,34,1,2,-1,-1,62.5
062163.jpg,32,-1,3,1,-1,41.19
062168.jpg,29,-1,2,1,-1,80.63
062176.jpg,29,-1,2,1,-1,75.75
062181.jpg,26,-1,1,-1,-1,76.06
062182.jpg,32,-1,2,-1,-1,49.59
062183.jpg,62,1,2,1,-1,29.94
062185.jpg,36,-1,2,1,-1,48.97
062196.jpg,35,1,2,1,-1,65.19
062198.jpg,29,-1,2,1,-1,73.88
062200.jpg,42,-1,2,1,-1,38.47
062207.jpg,30,-1,2,1,-1,67.44
062208.jpg,31,1,2,-1,-1,78.31
062217.jpg,27,-1,2,1,-1,46.28
062220.jpg,32,1,2,-1,-1,62.97
062231.jpg,38,1,2,2,-1,57.03
062239.jpg,26,-1,3,1,-1,68.25
062240.jpg,34,1,2,1,-1,65.06
062241.jpg,55,-1,2,-1,-1,46.97
062263.jpg,42,1,2,-1,1,28.39
062271.jpg,41,-1,2,1,-1,44.94
062278.jpg,32,-1,2,1,-1,71.88
062291.jpg,31,-1,2,1,-1,58.56
062296.jpg,25,-1,2,1,-1,76
062301.jpg,33,-1,3,1,-1,42.97
062313.jpg,62,1,2,2,-1,28.05
062330.jpg,25,-1,2,-1,-1,80.75
062340.jpg,27,-1,2,-1,-1,68.06
062349.jpg,35,-1,2,-1,-1,48.72
062352.jpg,32,-1,2,-1,-1,69.69
062368.jpg,41,1,3,1,1,39
062377.jpg,39,1,2,1,-1,30.09
062380.jpg,46,1,2,-1,-1,57.19
062381.jpg,36,-1,2,1,-1,52.75
062382.jpg,53,1,2,-1,-1,19.89
062389.jpg,40,1,2,1,1,42.03
062394.jpg,32,-1,2,-1,-1,61.13
062396.jpg,40,1,2,1,-1,66
062399.jpg,40,1,2,-1,-1,52.53
062405.jpg,38,1,2,1,-1,64.31
062407.jpg,27,-1,2,1,-1,57.5
062413.jpg,31,1,2,-1,-1,67.13
062416.jpg,26,-1,2,1,-1,70.94
062422.jpg,24,-1,2,-1,-1,69.56
062426.jpg,27,1,2,-1,-1,64.94
062431.jpg,67,1,2,-1,1,24.67
062433.jpg,23,-1,1,1,-1,67.75
062437.jpg,27,-1,2,-1,-1,72.44
062455.jpg,28,1,1,-1,-1,64.88
062456.jpg,32,-1,2,1,-1,65.38
062463.jpg,40,1,2,-1,-1,73.25
062464.jpg,26,-1,2,-1,-1,56.59
062467.jpg,55,1,2,-1,-1,58.53
062479.jpg,40,1,2,-1,-1,77.5
062480.jpg,47,1,2,-1,-1,59.63
062481.jpg,56,1,2,-1,-1,37.19
062486.jpg,67,1,2,-1,-1,15.85
062488.jpg,27,1,2,1,-1,62.34
062490.jpg,31,-1,2,-1,-1,60.63
062497.jpg,40,1,0,1,-1,61.66
062501.jpg,38,-1,2,1,-1,44.91
062529.jpg,31,-1,1,1,-1,56.09
062543.jpg,37,1,2,-1,-1,53.13
062546.jpg,32,-1,2,1,-1,61.31
062559.jpg,43,1,3,1,-1,17.58
062576.jpg,45,1,3,1,-1,31.28
062578.jpg,34,1,2,1,-1,54
062581.jpg,35,-1,2,1,-1,56.5
062584.jpg,32,1,2,-1,-1,66.25
062585.jpg,23,-1,2,-1,-1,81.88
062592.jpg,42,1,2,1,-1,59.16
062596.jpg,48,1,2,1,-1,62.47
062605.jpg,54,1,2,-1,-1,60.97
062606.jpg,58,1,2,1,1,39.31
062616.jpg,22,-1,2,-1,-1,55.44
062619.jpg,33,-1,2,1,-1,70.69
062637.jpg,28,-1,2,-1,-1,67
062644.jpg,59,-1,2,-1,-1,33.59
062645.jpg,40,1,2,1,-1,50.34
062647.jpg,29,-1,2,1,-1,64.88
062651.jpg,33,1,2,-1,-1,66.31
062655.jpg,32,1,2,-1,-1,68.25
062679.jpg,49,1,3,-1,-1,34.84
062681.jpg,33,-1,3,-1,-1,53.44
062683.jpg,32,-1,2,1,-1,61.66
062687.jpg,32,-1,0,-1,-1,54.97
062688.jpg,30,-1,2,-1,-1,69.69
062700.jpg,34,1,2,-1,-1,67.56
062702.jpg,47,1,2,-1,-1,40.03
062709.jpg,49,1,2,-1,-1,50.09
062724.jpg,40,1,2,1,-1,50.81
062738.jpg,15,-1,2,1,-1,24.94
062745.jpg,25,-1,3,1,-1,51.97
062746.jpg,29,-1,2,1,-1,52.53
062748.jpg,32,1,0,1,-1,56.91
062749.jpg,41,1,3,-1,-1,65.06
062755.jpg,63,1,2,-1,-1,25.39
062760.jpg,41,1,2,-1,-1,57.16
062762.jpg,26,1,1,1,-1,58.34
062769.jpg,53,1,2,-1,-1,29.61
062770.jpg,39,1,2,1,-1,54.06
062793.jpg,47,-1,2,-1,-1,66.13
062794.jpg,26,-1,2,-1,-1,64.94
062795.jpg,55,1,2,-1,1,29.64
062799.jpg,26,-1,2,-1,-1,57.56
062806.jpg,32,-1,2,-1,-1,75.25
062807.jpg,34,-1,2,1,-1,62
062812.jpg,49,1,2,-1,-1,36.94
062814.jpg,25,1,1,-1,1,49.56
062816.jpg,44,-1,2,1,-1,71.94
062820.jpg,29,-1,2,1,-1,68.63
062825.jpg,22,-1,1,-1,-1,30.95
062832.jpg,26,-1,2,-1,-1,74
062841.jpg,45,1,1,2,-1,26.97
062846.jpg,22,-1,1,-1,-1,82
062851.jpg,30,1,2,-1,1,43
062854.jpg,39,1,2,1,-1,50.25
062859.jpg,25,1,2,-1,-1,68
062861.jpg,30,-1,2,1,-1,66.06
062872.jpg,42,1,2,1,-1,64.13
062881.jpg,33,-1,2,1,-1,51.47
062882.jpg,33,-1,2,1,-1,48.63
062885.jpg,65,1,2,1,-1,34.47
062887.jpg,40,1,2,1,-1,47.09
062891.jpg,21,-1,2,1,-1,55.25
062892.jpg,29,1,3,-1,-1,63.63
062896.jpg,33,-1,0,1,-1,48.56
062899.jpg,27,-1,2,1,-1,67.44
062916.jpg,42,1,2,1,-1,50.28
062918.jpg,46,-1,2,1,-1,41.56
062930.jpg,34,-1,2,1,-1,55.09
062931.jpg,36,-1,2,-1,-1,67.63
062933.jpg,33,-1,2,-1,-1,72.88
062942.jpg,34,-1,2,1,-1,55.41
062950.jpg,33,-1,2,1,-1,53.75
062954.jpg,30,1,2,-1,-1,62.63
062955.jpg,33,-1,2,1,-1,67.38
062963.jpg,37,-1,2,1,-1,51.31
062971.jpg,31,-1,2,1,-1,48.88
062980.jpg,26,-1,2,-1,-1,65.81
062998.jpg,43,-1,2,1,-1,37.38
063018.jpg,47,1,0,1,-1,48.16
063022.jpg,27,-1,2,-1,-1,74.5
063030.jpg,30,-1,2,-1,-1,57.41
063039.jpg,55,1,2,1,-1,41.13
063042.jpg,23,-1,2,-1,-1,52.44
063044.jpg,32,-1,2,1,-1,68.88
063049.jpg,39,-1,2,1,-1,38.56
063051.jpg,31,-1,2,1,-1,42.91
063055.jpg,23,-1,2,-1,-1,82
063060.jpg,36,1,2,-1,-1,54.75
